name,species,strain,ensemblVersion,ref_source,fasta,gtf,taxon,bioconductor_annotations,custom_annotations,genelab_annots_link,genelab_annots_info_link
MOUSE,Mus musculus,,101,ensembl,https://ftp.ensembl.org/pub/release-101/fasta/mus_musculus/dna/Mus_musculus.GRCm38.dna.primary_assembly.fa.gz,https://ftp.ensembl.org/pub/release-101/gtf/mus_musculus/Mus_musculus.GRCm38.101.gtf.gz,10090,org.Mm.eg.db,,https://figshare.com/ndownloader/files/50851584,https://figshare.com/ndownloader/files/50851587
